,product_id,product_name,product_type,product_colors,product_price,product_composition_shell,product_composition_pocket,scrapy_datetime
29,1024711001,Slim Jeans,men_jeans_slim,Light denim blue,$ 29.99,"Cotton 98%, Spandex 2%",Cotton 100%,2022-12-15 20:56:55
29,1024711001,Slim Jeans,men_jeans_slim,Light denim blue,$ 29.99,"Cotton 98%, Spandex 2%",Cotton 100%,2022-12-15 20:56:55
29,1024711001,Slim Jeans,men_jeans_slim,Dark denim blue,$ 29.99,"Cotton 98%, Spandex 2%",Cotton 100%,2022-12-15 20:56:55
29,1024711001,Slim Jeans,men_jeans_slim,Dark denim gray,$ 29.99,"Cotton 98%, Spandex 2%",Cotton 100%,2022-12-15 20:56:55
29,1024711001,Slim Jeans,men_jeans_slim,Dark blue,$ 29.99,"Cotton 98%, Spandex 2%",Cotton 100%,2022-12-15 20:56:55
29,1024711001,Slim Jeans,men_jeans_slim,Denim blue,$ 29.99,"Cotton 98%, Spandex 2%",Cotton 100%,2022-12-15 20:56:55
29,1024711001,Slim Jeans,men_jeans_slim,Black,$ 29.99,"Cotton 98%, Spandex 2%",Cotton 100%,2022-12-15 20:56:55
30,0811993040,Regular Jeans,men_jeans_regular,Black/washed out,$ 29.99,"Cotton 98%, Spandex 2%",,2022-12-15 20:56:55
30,0811993040,Regular Jeans,men_jeans_regular,Denim blue,$ 29.99,"Cotton 98%, Spandex 2%",,2022-12-15 20:56:55
30,0811993040,Regular Jeans,men_jeans_regular,Dark denim blue,$ 29.99,"Cotton 98%, Spandex 2%",,2022-12-15 20:56:55
30,0811993040,Regular Jeans,men_jeans_regular,Graphite gray,$ 29.99,"Cotton 98%, Spandex 2%",,2022-12-15 20:56:55
30,0811993040,Regular Jeans,men_jeans_regular,Light denim blue,$ 29.99,"Cotton 98%, Spandex 2%",,2022-12-15 20:56:55
30,0811993040,Regular Jeans,men_jeans_regular,Black,$ 29.99,"Cotton 98%, Spandex 2%",,2022-12-15 20:56:55
30,0811993040,Regular Jeans,men_jeans_regular,Cream,$ 29.99,"Cotton 98%, Spandex 2%",,2022-12-15 20:56:55
30,0811993040,Regular Jeans,men_jeans_regular,Denim blue,$ 29.99,"Cotton 98%, Spandex 2%",,2022-12-15 20:56:55
30,0811993040,Regular Jeans,men_jeans_regular,Light blue,$ 29.99,"Cotton 98%, Spandex 2%",,2022-12-15 20:56:55
30,0811993040,Regular Jeans,men_jeans_regular,Denim blue,$ 29.99,"Cotton 98%, Spandex 2%",,2022-12-15 20:56:55
30,0811993040,Regular Jeans,men_jeans_regular,Dark denim blue,$ 29.99,"Cotton 98%, Spandex 2%",,2022-12-15 20:56:55
30,0811993040,Regular Jeans,men_jeans_regular,Pale denim blue,$ 29.99,"Cotton 98%, Spandex 2%",,2022-12-15 20:56:55
30,0811993040,Regular Jeans,men_jeans_regular,Blue,$ 29.99,"Cotton 98%, Spandex 2%",,2022-12-15 20:56:55
30,0811993040,Regular Jeans,men_jeans_regular,Dark blue,$ 29.99,"Cotton 98%, Spandex 2%",,2022-12-15 20:56:55
30,0811993040,Regular Jeans,men_jeans_regular,Dark denim blue,$ 29.99,"Cotton 98%, Spandex 2%",,2022-12-15 20:56:55
30,0811993040,Regular Jeans,men_jeans_regular,Black,$ 29.99,"Cotton 98%, Spandex 2%",,2022-12-15 20:56:55
30,0811993040,Regular Jeans,men_jeans_regular,Dark denim blue,$ 29.99,"Cotton 98%, Spandex 2%",,2022-12-15 20:56:55
30,0811993040,Regular Jeans,men_jeans_regular,Dark blue,$ 29.99,"Cotton 98%, Spandex 2%",,2022-12-15 20:56:55
30,0811993040,Regular Jeans,men_jeans_regular,Pale denim grey,$ 29.99,"Cotton 98%, Spandex 2%",,2022-12-15 20:56:55
30,0811993040,Regular Jeans,men_jeans_regular,Dark denim gray,$ 29.99,"Cotton 98%, Spandex 2%",,2022-12-15 20:56:55
31,1096385001,Loose Jeans,men_jeans_loose,Black,$ 29.99,Cotton 100%,Cotton 100%,2022-12-15 20:56:55
31,1096385001,Loose Jeans,men_jeans_loose,Dark denim blue,$ 29.99,Cotton 100%,Cotton 100%,2022-12-15 20:56:55
32,0690449064,Skinny Jeans,men_jeans_ripped,Light denim blue/trashed,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
32,0690449064,Skinny Jeans,men_jeans_ripped,Denim blue,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
32,0690449064,Skinny Jeans,men_jeans_ripped,Black/washed,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
32,0690449064,Skinny Jeans,men_jeans_ripped,Light denim blue,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
32,0690449064,Skinny Jeans,men_jeans_ripped,Black washed out,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
32,0690449064,Skinny Jeans,men_jeans_ripped,White,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
32,0690449064,Skinny Jeans,men_jeans_ripped,Black/washed,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
32,0690449064,Skinny Jeans,men_jeans_ripped,Dark denim blue/trashed,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
32,0690449064,Skinny Jeans,men_jeans_ripped,Black/trashed,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
32,0690449064,Skinny Jeans,men_jeans_ripped,Dark blue/Trashed,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
32,0690449064,Skinny Jeans,men_jeans_ripped,Dark blue/washed out,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
32,0690449064,Skinny Jeans,men_jeans_ripped,Denim blue/trashed,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
32,0690449064,Skinny Jeans,men_jeans_ripped,Black,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
32,0690449064,Skinny Jeans,men_jeans_ripped,Denim gray,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
32,0690449064,Skinny Jeans,men_jeans_ripped,Light denim blue/trashed,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
32,0690449064,Skinny Jeans,men_jeans_ripped,Light denim gray/Trashed,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
32,0690449064,Skinny Jeans,men_jeans_ripped,Gray,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
32,0690449064,Skinny Jeans,men_jeans_ripped,Light denim blue,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
32,0690449064,Skinny Jeans,men_jeans_ripped,Denim blue,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
32,0690449064,Skinny Jeans,men_jeans_ripped,Light denim blue,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
32,0690449064,Skinny Jeans,men_jeans_ripped,Black/patterned,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
32,0690449064,Skinny Jeans,men_jeans_ripped,Denim blue,$ 39.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
33,1004199002,Skinny Cropped Jeans,men_jeans_skinny,Light denim blue,$ 29.99,"Cotton 99%, Spandex 1%",,2022-12-15 20:56:55
33,1004199002,Skinny Cropped Jeans,men_jeans_skinny,Black,$ 29.99,"Cotton 99%, Spandex 1%",,2022-12-15 20:56:55
33,1004199002,Skinny Cropped Jeans,men_jeans_skinny,Denim blue,$ 29.99,"Cotton 99%, Spandex 1%",,2022-12-15 20:56:55
33,1004199002,Skinny Cropped Jeans,men_jeans_skinny,White,$ 29.99,"Cotton 99%, Spandex 1%",,2022-12-15 20:56:55
33,1004199002,Skinny Cropped Jeans,men_jeans_skinny,Light gray,$ 29.99,"Cotton 99%, Spandex 1%",,2022-12-15 20:56:55
33,1004199002,Skinny Cropped Jeans,men_jeans_skinny,Denim blue,$ 29.99,"Cotton 99%, Spandex 1%",,2022-12-15 20:56:55
34,1008110006,Freefit® Slim Jeans,men_jeans_slim,Dark denim blue,$ 49.99,"Cotton 89%, Elastomultiester 9%, Spandex 2%","Polyester 80%, Cotton 20%",2022-12-15 20:56:55
34,1008110006,Freefit® Slim Jeans,men_jeans_slim,Black/No fade black,$ 49.99,"Cotton 89%, Elastomultiester 9%, Spandex 2%","Polyester 80%, Cotton 20%",2022-12-15 20:56:55
34,1008110006,Freefit® Slim Jeans,men_jeans_slim,Light denim blue,$ 49.99,"Cotton 89%, Elastomultiester 9%, Spandex 2%","Polyester 80%, Cotton 20%",2022-12-15 20:56:55
34,1008110006,Freefit® Slim Jeans,men_jeans_slim,Light denim blue,$ 49.99,"Cotton 89%, Elastomultiester 9%, Spandex 2%","Polyester 80%, Cotton 20%",2022-12-15 20:56:55
34,1008110006,Freefit® Slim Jeans,men_jeans_slim,Denim blue,$ 49.99,"Cotton 89%, Elastomultiester 9%, Spandex 2%","Polyester 80%, Cotton 20%",2022-12-15 20:56:55
34,1008110006,Freefit® Slim Jeans,men_jeans_slim,Dark gray,$ 49.99,"Cotton 89%, Elastomultiester 9%, Spandex 2%","Polyester 80%, Cotton 20%",2022-12-15 20:56:55
34,1008110006,Freefit® Slim Jeans,men_jeans_slim,Light denim blue,$ 49.99,"Cotton 89%, Elastomultiester 9%, Spandex 2%","Polyester 80%, Cotton 20%",2022-12-15 20:56:55
34,1008110006,Freefit® Slim Jeans,men_jeans_slim,Black,$ 49.99,"Cotton 89%, Elastomultiester 9%, Spandex 2%","Polyester 80%, Cotton 20%",2022-12-15 20:56:55
35,1013317006,Hybrid Regular Tapered Joggers,men_jeans_joggers,Light denim blue,$ 39.99,"Cotton 79%, Polyester 20%, Spandex 1%",,2022-12-15 20:56:55
35,1013317006,Hybrid Regular Tapered Joggers,men_jeans_joggers,Denim blue,$ 39.99,"Cotton 79%, Polyester 20%, Spandex 1%",,2022-12-15 20:56:55
35,1013317006,Hybrid Regular Tapered Joggers,men_jeans_joggers,Dark denim blue,$ 39.99,"Cotton 79%, Polyester 20%, Spandex 1%",,2022-12-15 20:56:55
35,1013317006,Hybrid Regular Tapered Joggers,men_jeans_joggers,Black,$ 39.99,"Cotton 79%, Polyester 20%, Spandex 1%",,2022-12-15 20:56:55
35,1013317006,Hybrid Regular Tapered Joggers,men_jeans_joggers,Dark gray,$ 39.99,"Cotton 79%, Polyester 20%, Spandex 1%",,2022-12-15 20:56:55
35,1013317006,Hybrid Regular Tapered Joggers,men_jeans_joggers,Black,$ 39.99,"Cotton 79%, Polyester 20%, Spandex 1%",,2022-12-15 20:56:55
35,1013317006,Hybrid Regular Tapered Joggers,men_jeans_joggers,Dark blue,$ 39.99,"Cotton 79%, Polyester 20%, Spandex 1%",,2022-12-15 20:56:55
35,1013317006,Hybrid Regular Tapered Joggers,men_jeans_joggers,Black,$ 39.99,"Cotton 79%, Polyester 20%, Spandex 1%",,2022-12-15 20:56:55
35,1013317006,Hybrid Regular Tapered Joggers,men_jeans_joggers,Light denim blue,$ 39.99,"Cotton 79%, Polyester 20%, Spandex 1%",,2022-12-15 20:56:55
36,1008110003,Freefit® Slim Jeans,men_jeans_slim,Dark denim blue,$ 49.99,"Cotton 89%, Elastomultiester 9%, Spandex 2%","Polyester 80%, Cotton 20%",2022-12-15 20:56:55
36,1008110003,Freefit® Slim Jeans,men_jeans_slim,Black/No fade black,$ 49.99,"Cotton 89%, Elastomultiester 9%, Spandex 2%","Polyester 80%, Cotton 20%",2022-12-15 20:56:55
36,1008110003,Freefit® Slim Jeans,men_jeans_slim,Light denim blue,$ 49.99,"Cotton 89%, Elastomultiester 9%, Spandex 2%","Polyester 80%, Cotton 20%",2022-12-15 20:56:55
36,1008110003,Freefit® Slim Jeans,men_jeans_slim,Light denim blue,$ 49.99,"Cotton 89%, Elastomultiester 9%, Spandex 2%","Polyester 80%, Cotton 20%",2022-12-15 20:56:55
36,1008110003,Freefit® Slim Jeans,men_jeans_slim,Denim blue,$ 49.99,"Cotton 89%, Elastomultiester 9%, Spandex 2%","Polyester 80%, Cotton 20%",2022-12-15 20:56:55
36,1008110003,Freefit® Slim Jeans,men_jeans_slim,Dark gray,$ 49.99,"Cotton 89%, Elastomultiester 9%, Spandex 2%","Polyester 80%, Cotton 20%",2022-12-15 20:56:55
36,1008110003,Freefit® Slim Jeans,men_jeans_slim,Light denim blue,$ 49.99,"Cotton 89%, Elastomultiester 9%, Spandex 2%","Polyester 80%, Cotton 20%",2022-12-15 20:56:55
36,1008110003,Freefit® Slim Jeans,men_jeans_slim,Black,$ 49.99,"Cotton 89%, Elastomultiester 9%, Spandex 2%","Polyester 80%, Cotton 20%",2022-12-15 20:56:55
37,1096385002,Loose Jeans,men_jeans_loose,Black,$ 29.99,Cotton 100%,Cotton 100%,2022-12-15 20:56:55
37,1096385002,Loose Jeans,men_jeans_loose,Dark denim blue,$ 29.99,Cotton 100%,Cotton 100%,2022-12-15 20:56:55
38,1013317002,Hybrid Regular Tapered Joggers,men_jeans_joggers,Light denim blue,$ 39.99,"Cotton 78%, Polyester 21%, Spandex 1%",,2022-12-15 20:56:55
38,1013317002,Hybrid Regular Tapered Joggers,men_jeans_joggers,Denim blue,$ 39.99,"Cotton 78%, Polyester 21%, Spandex 1%",,2022-12-15 20:56:55
38,1013317002,Hybrid Regular Tapered Joggers,men_jeans_joggers,Dark denim blue,$ 39.99,"Cotton 78%, Polyester 21%, Spandex 1%",,2022-12-15 20:56:55
38,1013317002,Hybrid Regular Tapered Joggers,men_jeans_joggers,Black,$ 39.99,"Cotton 78%, Polyester 21%, Spandex 1%",,2022-12-15 20:56:55
38,1013317002,Hybrid Regular Tapered Joggers,men_jeans_joggers,Dark gray,$ 39.99,"Cotton 78%, Polyester 21%, Spandex 1%",,2022-12-15 20:56:55
38,1013317002,Hybrid Regular Tapered Joggers,men_jeans_joggers,Black,$ 39.99,"Cotton 78%, Polyester 21%, Spandex 1%",,2022-12-15 20:56:55
38,1013317002,Hybrid Regular Tapered Joggers,men_jeans_joggers,Dark blue,$ 39.99,"Cotton 78%, Polyester 21%, Spandex 1%",,2022-12-15 20:56:55
38,1013317002,Hybrid Regular Tapered Joggers,men_jeans_joggers,Black,$ 39.99,"Cotton 78%, Polyester 21%, Spandex 1%",,2022-12-15 20:56:55
38,1013317002,Hybrid Regular Tapered Joggers,men_jeans_joggers,Light denim blue,$ 39.99,"Cotton 78%, Polyester 21%, Spandex 1%",,2022-12-15 20:56:55
39,1008110013,Freefit® Slim Jeans,men_jeans_slim,Dark denim blue,$ 49.99,"Cotton 90%, Elastomultiester 8%, Spandex 2%","Polyester 80%, Cotton 20%",2022-12-15 20:56:55
39,1008110013,Freefit® Slim Jeans,men_jeans_slim,Black/No fade black,$ 49.99,"Cotton 90%, Elastomultiester 8%, Spandex 2%","Polyester 80%, Cotton 20%",2022-12-15 20:56:55
39,1008110013,Freefit® Slim Jeans,men_jeans_slim,Light denim blue,$ 49.99,"Cotton 90%, Elastomultiester 8%, Spandex 2%","Polyester 80%, Cotton 20%",2022-12-15 20:56:55
39,1008110013,Freefit® Slim Jeans,men_jeans_slim,Light denim blue,$ 49.99,"Cotton 90%, Elastomultiester 8%, Spandex 2%","Polyester 80%, Cotton 20%",2022-12-15 20:56:55
39,1008110013,Freefit® Slim Jeans,men_jeans_slim,Denim blue,$ 49.99,"Cotton 90%, Elastomultiester 8%, Spandex 2%","Polyester 80%, Cotton 20%",2022-12-15 20:56:55
39,1008110013,Freefit® Slim Jeans,men_jeans_slim,Dark gray,$ 49.99,"Cotton 90%, Elastomultiester 8%, Spandex 2%","Polyester 80%, Cotton 20%",2022-12-15 20:56:55
39,1008110013,Freefit® Slim Jeans,men_jeans_slim,Light denim blue,$ 49.99,"Cotton 90%, Elastomultiester 8%, Spandex 2%","Polyester 80%, Cotton 20%",2022-12-15 20:56:55
39,1008110013,Freefit® Slim Jeans,men_jeans_slim,Black,$ 49.99,"Cotton 90%, Elastomultiester 8%, Spandex 2%","Polyester 80%, Cotton 20%",2022-12-15 20:56:55
40,1100162003,Regular Jeans,men_jeans_regular,Denim blue,$ 39.99,"Cotton 99%, Spandex 1%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
40,1100162003,Regular Jeans,men_jeans_regular,Denim gray,$ 39.99,"Cotton 99%, Spandex 1%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
41,1099503003,Baggy Jeans,men_jeans_loose,Denim gray,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
41,1099503003,Baggy Jeans,men_jeans_loose,Black,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
41,1099503003,Baggy Jeans,men_jeans_loose,Dark denim blue,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
42,0811993048,Regular Jeans,men_jeans_regular,Black/washed out,$ 29.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
42,0811993048,Regular Jeans,men_jeans_regular,Denim blue,$ 29.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
42,0811993048,Regular Jeans,men_jeans_regular,Dark denim blue,$ 29.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
42,0811993048,Regular Jeans,men_jeans_regular,Graphite gray,$ 29.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
42,0811993048,Regular Jeans,men_jeans_regular,Light denim blue,$ 29.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
42,0811993048,Regular Jeans,men_jeans_regular,Black,$ 29.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
42,0811993048,Regular Jeans,men_jeans_regular,Cream,$ 29.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
42,0811993048,Regular Jeans,men_jeans_regular,Denim blue,$ 29.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
42,0811993048,Regular Jeans,men_jeans_regular,Light blue,$ 29.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
42,0811993048,Regular Jeans,men_jeans_regular,Denim blue,$ 29.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
42,0811993048,Regular Jeans,men_jeans_regular,Dark denim blue,$ 29.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
42,0811993048,Regular Jeans,men_jeans_regular,Pale denim blue,$ 29.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
42,0811993048,Regular Jeans,men_jeans_regular,Blue,$ 29.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
42,0811993048,Regular Jeans,men_jeans_regular,Dark blue,$ 29.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
42,0811993048,Regular Jeans,men_jeans_regular,Dark denim blue,$ 29.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
42,0811993048,Regular Jeans,men_jeans_regular,Black,$ 29.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
42,0811993048,Regular Jeans,men_jeans_regular,Dark denim blue,$ 29.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
42,0811993048,Regular Jeans,men_jeans_regular,Dark blue,$ 29.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
42,0811993048,Regular Jeans,men_jeans_regular,Pale denim grey,$ 29.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
42,0811993048,Regular Jeans,men_jeans_regular,Dark denim gray,$ 29.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
43,1004199007,Skinny Cropped Jeans,men_jeans_skinny,Light denim blue,$ 29.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
43,1004199007,Skinny Cropped Jeans,men_jeans_skinny,Black,$ 29.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
43,1004199007,Skinny Cropped Jeans,men_jeans_skinny,Denim blue,$ 29.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
43,1004199007,Skinny Cropped Jeans,men_jeans_skinny,White,$ 29.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
43,1004199007,Skinny Cropped Jeans,men_jeans_skinny,Light gray,$ 29.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
43,1004199007,Skinny Cropped Jeans,men_jeans_skinny,Denim blue,$ 29.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
44,1024711014,Slim Jeans,men_jeans_slim,Black,$ 29.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
44,1024711014,Slim Jeans,men_jeans_slim,Light denim blue,$ 29.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
44,1024711014,Slim Jeans,men_jeans_slim,Light denim blue,$ 29.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
44,1024711014,Slim Jeans,men_jeans_slim,Dark denim blue,$ 29.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
44,1024711014,Slim Jeans,men_jeans_slim,Dark denim gray,$ 29.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
44,1024711014,Slim Jeans,men_jeans_slim,Dark blue,$ 29.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
44,1024711014,Slim Jeans,men_jeans_slim,Denim blue,$ 29.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
44,1024711014,Slim Jeans,men_jeans_slim,Black,$ 29.99,"Cotton 98%, Spandex 2%","Polyester 65%, Cotton 35%",2022-12-15 20:56:55
45,0938875007,Slim Tapered Jeans,men_jeans_slim,Light denim blue,$ 39.99,"Cotton 99%, Spandex 1%",Cotton 100%,2022-12-15 20:56:55
45,0938875007,Slim Tapered Jeans,men_jeans_slim,White,$ 39.99,"Cotton 99%, Spandex 1%",Cotton 100%,2022-12-15 20:56:55
45,0938875007,Slim Tapered Jeans,men_jeans_slim,Dark gray,$ 39.99,"Cotton 99%, Spandex 1%",Cotton 100%,2022-12-15 20:56:55
45,0938875007,Slim Tapered Jeans,men_jeans_slim,Black,$ 39.99,"Cotton 99%, Spandex 1%",Cotton 100%,2022-12-15 20:56:55
45,0938875007,Slim Tapered Jeans,men_jeans_slim,Denim blue,$ 39.99,"Cotton 99%, Spandex 1%",Cotton 100%,2022-12-15 20:56:55
45,0938875007,Slim Tapered Jeans,men_jeans_slim,Light blue,$ 39.99,"Cotton 99%, Spandex 1%",Cotton 100%,2022-12-15 20:56:55
45,0938875007,Slim Tapered Jeans,men_jeans_slim,Denim blue,$ 39.99,"Cotton 99%, Spandex 1%",Cotton 100%,2022-12-15 20:56:55
45,0938875007,Slim Tapered Jeans,men_jeans_slim,Pale denim blue,$ 39.99,"Cotton 99%, Spandex 1%",Cotton 100%,2022-12-15 20:56:55
45,0938875007,Slim Tapered Jeans,men_jeans_slim,Black,$ 39.99,"Cotton 99%, Spandex 1%",Cotton 100%,2022-12-15 20:56:55
46,1071707001,Relaxed Jeans,men_jeans_relaxed,Black,$ 29.99,Cotton 100%,Cotton 100%,2022-12-15 20:56:55
46,1071707001,Relaxed Jeans,men_jeans_relaxed,Light denim blue,$ 29.99,Cotton 100%,Cotton 100%,2022-12-15 20:56:55
46,1071707001,Relaxed Jeans,men_jeans_relaxed,Dark denim blue,$ 29.99,Cotton 100%,Cotton 100%,2022-12-15 20:56:55
46,1071707001,Relaxed Jeans,men_jeans_relaxed,Denim blue,$ 29.99,Cotton 100%,Cotton 100%,2022-12-15 20:56:55
46,1071707001,Relaxed Jeans,men_jeans_relaxed,Denim gray,$ 29.99,Cotton 100%,Cotton 100%,2022-12-15 20:56:55
47,1013317003,Hybrid Regular Tapered Joggers,men_jeans_joggers,Light denim blue,$ 39.99,"Cotton 77%, Polyester 21%, Spandex 2%",,2022-12-15 20:56:55
47,1013317003,Hybrid Regular Tapered Joggers,men_jeans_joggers,Denim blue,$ 39.99,"Cotton 77%, Polyester 21%, Spandex 2%",,2022-12-15 20:56:55
47,1013317003,Hybrid Regular Tapered Joggers,men_jeans_joggers,Dark denim blue,$ 39.99,"Cotton 77%, Polyester 21%, Spandex 2%",,2022-12-15 20:56:55
47,1013317003,Hybrid Regular Tapered Joggers,men_jeans_joggers,Black,$ 39.99,"Cotton 77%, Polyester 21%, Spandex 2%",,2022-12-15 20:56:55
47,1013317003,Hybrid Regular Tapered Joggers,men_jeans_joggers,Dark gray,$ 39.99,"Cotton 77%, Polyester 21%, Spandex 2%",,2022-12-15 20:56:55
47,1013317003,Hybrid Regular Tapered Joggers,men_jeans_joggers,Black,$ 39.99,"Cotton 77%, Polyester 21%, Spandex 2%",,2022-12-15 20:56:55
47,1013317003,Hybrid Regular Tapered Joggers,men_jeans_joggers,Dark blue,$ 39.99,"Cotton 77%, Polyester 21%, Spandex 2%",,2022-12-15 20:56:55
47,1013317003,Hybrid Regular Tapered Joggers,men_jeans_joggers,Black,$ 39.99,"Cotton 77%, Polyester 21%, Spandex 2%",,2022-12-15 20:56:55
47,1013317003,Hybrid Regular Tapered Joggers,men_jeans_joggers,Light denim blue,$ 39.99,"Cotton 77%, Polyester 21%, Spandex 2%",,2022-12-15 20:56:55
48,0979945012,Loose Jeans,men_jeans_loose,Light denim blue,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
48,0979945012,Loose Jeans,men_jeans_loose,Denim blue,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
48,0979945012,Loose Jeans,men_jeans_loose,Black,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
48,0979945012,Loose Jeans,men_jeans_loose,Light gray,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
48,0979945012,Loose Jeans,men_jeans_loose,Gray,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
48,0979945012,Loose Jeans,men_jeans_loose,Black/patterned,$ 39.99,Cotton 100%,"Polyester 65%, Cotton 35%",2022-12-15 20:56:55
